,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1884,125534,Male,Loyal Customer,39,Business travel,Business,226,4,4,4,4,2,5,4,5,5,4,5,4,5,4,4,5.0,satisfied
1885,77572,Male,disloyal Customer,20,Business travel,Eco,731,3,4,4,4,3,4,3,3,5,5,5,5,5,3,3,0.0,neutral or dissatisfied
1886,100517,Male,Loyal Customer,37,Personal Travel,Eco,580,0,2,0,2,1,0,1,1,3,3,2,3,2,1,0,0.0,satisfied
1887,14011,Female,Loyal Customer,57,Business travel,Business,2054,1,4,3,3,1,4,3,2,2,2,1,4,2,2,0,0.0,neutral or dissatisfied
1888,50259,Female,Loyal Customer,48,Business travel,Business,3973,2,2,2,2,2,3,3,3,3,3,2,2,3,1,0,0.0,neutral or dissatisfied
1889,15825,Female,disloyal Customer,59,Business travel,Business,195,2,2,2,1,4,2,4,4,4,5,5,4,5,4,0,0.0,neutral or dissatisfied
1890,41178,Female,Loyal Customer,28,Personal Travel,Eco,468,2,4,3,1,4,3,4,4,5,5,4,4,4,4,5,0.0,neutral or dissatisfied
1891,15146,Female,disloyal Customer,22,Business travel,Eco,912,1,1,1,3,3,1,3,3,3,5,3,4,4,3,0,0.0,neutral or dissatisfied
1892,125633,Female,Loyal Customer,44,Business travel,Business,899,4,4,4,4,4,4,5,5,5,5,5,3,5,5,30,20.0,satisfied
1893,34173,Female,Loyal Customer,41,Business travel,Business,1189,2,1,1,1,1,4,4,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
1894,37357,Female,Loyal Customer,42,Business travel,Business,2201,5,5,5,5,5,2,3,5,5,5,5,1,5,3,101,122.0,satisfied
1895,4620,Male,Loyal Customer,10,Personal Travel,Eco,719,1,5,1,1,1,1,1,1,3,5,4,4,5,1,55,73.0,neutral or dissatisfied
1896,100252,Male,Loyal Customer,51,Business travel,Business,2939,5,5,5,5,5,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
1897,3076,Male,Loyal Customer,46,Business travel,Business,2504,4,4,4,4,4,4,5,3,3,2,3,4,3,5,0,5.0,satisfied
1898,43752,Male,Loyal Customer,38,Business travel,Business,3995,3,3,4,3,5,5,5,4,4,4,4,1,4,5,0,0.0,satisfied
1899,69683,Male,Loyal Customer,25,Business travel,Business,2580,3,3,3,3,4,4,4,4,4,4,4,4,5,4,0,0.0,satisfied
1900,85830,Male,Loyal Customer,67,Personal Travel,Eco,666,4,3,3,2,5,3,4,5,2,5,4,5,1,5,14,13.0,neutral or dissatisfied
1901,4602,Male,Loyal Customer,39,Personal Travel,Eco Plus,416,5,1,5,3,3,5,4,3,2,1,4,4,4,3,0,0.0,satisfied
1902,26717,Female,Loyal Customer,69,Personal Travel,Eco,581,1,5,1,2,4,4,4,2,2,1,4,3,2,3,0,0.0,neutral or dissatisfied
1903,20540,Male,Loyal Customer,57,Business travel,Business,533,2,4,4,4,5,2,3,2,2,2,2,2,2,4,29,15.0,neutral or dissatisfied
1904,55404,Male,Loyal Customer,30,Business travel,Business,1290,2,2,2,2,5,5,5,5,5,5,4,4,5,5,0,0.0,satisfied
1905,56042,Male,Loyal Customer,27,Business travel,Eco,2586,3,4,4,4,3,3,3,3,4,2,4,3,1,3,20,6.0,neutral or dissatisfied
1906,109100,Female,Loyal Customer,15,Personal Travel,Eco,781,2,5,2,3,2,2,2,2,3,5,5,3,4,2,0,27.0,neutral or dissatisfied
1907,77276,Female,Loyal Customer,48,Business travel,Business,1931,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
1908,32876,Male,Loyal Customer,70,Personal Travel,Eco,101,1,5,1,4,4,1,1,4,4,4,4,4,4,4,0,2.0,neutral or dissatisfied
1909,27398,Female,Loyal Customer,31,Business travel,Business,2289,2,2,2,2,4,4,4,4,5,5,4,5,5,4,0,0.0,satisfied
1910,25616,Male,disloyal Customer,24,Business travel,Eco,666,4,0,4,2,4,1,1,3,5,3,3,1,4,1,209,194.0,satisfied
1911,45119,Male,Loyal Customer,33,Personal Travel,Eco,157,2,5,2,3,2,2,2,2,3,3,5,5,4,2,5,6.0,neutral or dissatisfied
1912,87881,Male,Loyal Customer,13,Personal Travel,Eco Plus,214,2,3,2,3,1,2,1,1,3,4,4,5,4,1,32,18.0,neutral or dissatisfied
1913,30790,Female,Loyal Customer,58,Personal Travel,Eco,895,3,1,3,3,3,2,3,2,2,3,2,4,2,3,0,0.0,neutral or dissatisfied
1914,88634,Male,Loyal Customer,49,Personal Travel,Eco,406,2,4,2,1,2,2,2,2,2,4,3,3,4,2,2,0.0,neutral or dissatisfied
1915,89521,Female,Loyal Customer,21,Personal Travel,Business,944,2,1,2,3,1,2,1,1,4,4,4,1,4,1,0,0.0,neutral or dissatisfied
1916,56375,Male,Loyal Customer,61,Personal Travel,Eco,200,4,3,4,3,4,4,5,4,1,2,4,1,4,4,0,0.0,neutral or dissatisfied
1917,104954,Male,Loyal Customer,66,Personal Travel,Business,337,4,4,4,1,2,5,4,5,5,4,5,3,5,3,16,1.0,satisfied
1918,89518,Female,Loyal Customer,54,Personal Travel,Business,1069,2,2,2,3,4,4,4,4,4,2,4,3,4,3,12,0.0,neutral or dissatisfied
1919,28943,Male,Loyal Customer,23,Business travel,Eco,978,5,2,2,2,5,4,4,5,1,5,1,1,3,5,0,0.0,satisfied
1920,30202,Male,Loyal Customer,34,Business travel,Eco Plus,95,0,0,0,3,5,0,1,5,4,4,1,3,3,5,0,0.0,satisfied
1921,111474,Male,Loyal Customer,61,Personal Travel,Eco Plus,1024,2,5,2,1,4,2,4,4,5,4,2,5,3,4,0,0.0,neutral or dissatisfied
1922,29335,Female,Loyal Customer,8,Personal Travel,Eco,933,4,5,4,2,1,4,1,1,4,2,4,3,5,1,0,1.0,neutral or dissatisfied
1923,105512,Female,Loyal Customer,36,Business travel,Business,1590,2,2,2,2,5,5,4,3,3,3,3,4,3,4,7,6.0,satisfied
1924,37649,Male,Loyal Customer,25,Personal Travel,Eco,944,3,4,3,1,1,3,1,1,2,1,2,3,2,1,0,0.0,neutral or dissatisfied
1925,91334,Male,Loyal Customer,69,Personal Travel,Eco Plus,404,3,5,3,5,2,3,3,2,5,2,4,4,4,2,0,0.0,neutral or dissatisfied
1926,59034,Male,Loyal Customer,43,Business travel,Business,1744,4,4,4,4,5,5,4,5,5,4,5,3,5,5,107,97.0,satisfied
1927,98748,Female,Loyal Customer,16,Personal Travel,Eco,1290,2,4,2,2,2,2,2,2,5,2,3,5,5,2,0,0.0,neutral or dissatisfied
1928,111172,Male,Loyal Customer,21,Personal Travel,Business,1506,2,5,2,3,1,2,2,1,4,2,3,5,5,1,32,36.0,neutral or dissatisfied
1929,82372,Male,Loyal Customer,39,Business travel,Eco Plus,453,1,0,0,4,4,0,4,4,2,1,3,4,4,4,0,6.0,neutral or dissatisfied
1930,2670,Male,Loyal Customer,25,Personal Travel,Eco,597,1,4,1,2,1,1,1,1,4,5,4,3,4,1,28,27.0,neutral or dissatisfied
1931,110451,Male,Loyal Customer,28,Personal Travel,Eco,925,3,2,4,4,5,4,5,5,1,5,3,4,3,5,10,0.0,neutral or dissatisfied
1932,71345,Male,Loyal Customer,45,Personal Travel,Eco,1514,1,2,0,3,5,0,5,5,4,1,3,2,4,5,14,0.0,neutral or dissatisfied
1933,125679,Male,Loyal Customer,23,Business travel,Business,759,3,4,4,4,3,3,3,3,3,1,2,3,3,3,0,7.0,neutral or dissatisfied
1934,69275,Female,Loyal Customer,59,Personal Travel,Eco,733,3,4,3,3,4,4,4,4,4,3,4,2,4,3,0,0.0,neutral or dissatisfied
1935,114632,Female,disloyal Customer,28,Business travel,Business,447,5,5,5,2,3,5,1,3,5,4,5,5,4,3,42,34.0,satisfied
1936,64946,Female,Loyal Customer,63,Business travel,Business,469,3,1,1,1,2,4,3,3,3,3,3,3,3,2,50,37.0,neutral or dissatisfied
1937,97599,Male,Loyal Customer,42,Business travel,Business,3787,2,2,2,2,3,4,4,2,2,2,2,2,2,3,20,17.0,neutral or dissatisfied
1938,41387,Female,disloyal Customer,14,Business travel,Eco,563,2,4,2,3,1,2,1,1,1,5,3,4,4,1,9,18.0,neutral or dissatisfied
1939,31711,Male,Loyal Customer,58,Personal Travel,Eco,967,3,5,3,3,2,3,2,2,5,5,4,3,4,2,0,0.0,neutral or dissatisfied
1940,101242,Female,disloyal Customer,24,Business travel,Eco,805,1,0,0,3,3,1,3,3,4,5,4,1,4,3,0,0.0,neutral or dissatisfied
1941,27789,Female,Loyal Customer,70,Business travel,Eco,909,1,3,3,3,4,3,3,1,1,1,1,1,1,1,5,30.0,neutral or dissatisfied
1942,45411,Male,Loyal Customer,40,Business travel,Business,3035,4,4,4,4,4,5,2,3,3,2,3,3,3,4,16,22.0,satisfied
1943,97486,Male,Loyal Customer,41,Business travel,Business,2537,2,4,4,4,3,2,2,2,2,2,2,3,2,4,66,46.0,neutral or dissatisfied
1944,28816,Male,Loyal Customer,24,Business travel,Eco,987,0,3,0,3,1,3,1,1,5,4,2,2,4,1,42,22.0,satisfied
1945,108900,Male,Loyal Customer,46,Business travel,Business,1066,1,1,1,1,2,4,4,4,4,4,4,4,4,4,9,0.0,satisfied
1946,83805,Female,Loyal Customer,54,Business travel,Business,2381,5,5,5,5,4,5,4,4,4,4,4,3,4,3,68,66.0,satisfied
1947,21831,Male,Loyal Customer,35,Personal Travel,Eco,640,1,5,1,2,3,1,3,3,3,5,5,3,5,3,11,16.0,neutral or dissatisfied
1948,58004,Female,Loyal Customer,55,Business travel,Business,2455,5,5,5,5,5,4,5,5,5,5,5,3,5,3,23,13.0,satisfied
1949,126550,Female,Loyal Customer,54,Personal Travel,Eco,644,4,4,4,4,4,5,5,4,4,4,4,5,4,4,22,20.0,neutral or dissatisfied
1950,128502,Male,Loyal Customer,19,Personal Travel,Eco,651,3,0,3,3,1,3,1,1,3,1,4,1,4,1,49,98.0,neutral or dissatisfied
1951,64049,Male,Loyal Customer,55,Business travel,Business,3678,2,2,2,2,4,4,5,4,4,5,4,4,4,3,18,38.0,satisfied
1952,71342,Female,Loyal Customer,69,Personal Travel,Eco,1514,2,5,3,2,3,1,4,5,5,3,4,4,4,4,90,140.0,neutral or dissatisfied
1953,43846,Male,Loyal Customer,42,Business travel,Business,2469,1,1,1,1,2,3,4,4,4,4,5,4,4,5,0,1.0,satisfied
1954,64144,Male,Loyal Customer,44,Business travel,Eco,989,3,2,2,2,3,3,3,3,1,3,3,4,3,3,0,0.0,neutral or dissatisfied
1955,67178,Female,Loyal Customer,13,Personal Travel,Eco,1017,4,4,4,3,4,4,4,4,1,5,3,3,3,4,0,0.0,neutral or dissatisfied
1956,41284,Male,Loyal Customer,36,Business travel,Business,3312,1,5,5,5,1,4,3,1,1,1,1,2,1,3,0,0.0,neutral or dissatisfied
1957,113497,Female,Loyal Customer,47,Business travel,Business,3735,2,2,2,2,5,5,5,5,5,4,5,5,5,5,0,0.0,satisfied
1958,71967,Male,Loyal Customer,63,Business travel,Business,1437,2,2,2,2,4,4,4,2,2,2,2,4,2,1,11,12.0,neutral or dissatisfied
1959,61896,Female,Loyal Customer,7,Personal Travel,Eco Plus,2254,2,4,2,1,1,2,1,1,5,4,4,3,4,1,29,5.0,neutral or dissatisfied
1960,68313,Male,Loyal Customer,47,Business travel,Business,2165,5,5,5,5,3,3,5,4,4,4,4,3,4,4,0,4.0,satisfied
1961,3326,Male,Loyal Customer,49,Business travel,Business,3997,4,4,4,4,5,5,4,5,5,4,5,4,5,5,37,77.0,satisfied
1962,59068,Female,Loyal Customer,40,Business travel,Business,1726,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,0.0,satisfied
1963,61979,Female,Loyal Customer,50,Personal Travel,Business,2475,2,4,2,3,2,4,4,4,4,2,4,4,4,4,0,96.0,neutral or dissatisfied
1964,22190,Male,Loyal Customer,56,Business travel,Eco,165,5,3,3,3,5,5,5,5,2,2,3,1,2,5,0,1.0,satisfied
1965,76493,Female,Loyal Customer,60,Business travel,Business,516,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
1966,56067,Female,Loyal Customer,37,Personal Travel,Eco,2586,1,4,1,5,1,5,5,3,2,4,4,5,4,5,0,0.0,neutral or dissatisfied
1967,78592,Female,Loyal Customer,50,Business travel,Business,2454,4,5,4,4,3,4,5,4,4,4,4,4,4,5,2,19.0,satisfied
1968,106430,Male,Loyal Customer,57,Business travel,Business,2778,3,3,3,3,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
1969,85058,Male,Loyal Customer,19,Personal Travel,Business,696,2,5,2,2,4,2,4,4,5,3,4,5,5,4,0,0.0,neutral or dissatisfied
1970,34077,Female,Loyal Customer,22,Business travel,Eco Plus,1674,5,1,1,1,5,4,5,5,4,3,5,4,1,5,4,0.0,satisfied
1971,61612,Female,disloyal Customer,27,Business travel,Business,1346,3,2,2,2,3,2,3,3,3,3,4,3,4,3,0,4.0,neutral or dissatisfied
1972,49734,Female,Loyal Customer,65,Business travel,Eco,308,2,4,4,4,5,4,3,1,1,2,1,1,1,3,0,0.0,neutral or dissatisfied
1973,12775,Female,Loyal Customer,47,Personal Travel,Eco Plus,851,1,5,0,1,3,5,5,1,1,0,1,5,1,4,10,0.0,neutral or dissatisfied
1974,14565,Male,Loyal Customer,29,Personal Travel,Business,986,3,3,3,3,4,3,1,4,3,3,4,3,3,4,0,0.0,neutral or dissatisfied
1975,74353,Male,Loyal Customer,46,Business travel,Business,1171,3,3,3,3,4,4,4,5,2,4,5,4,5,4,315,299.0,satisfied
1976,39575,Male,Loyal Customer,43,Business travel,Business,965,2,2,2,2,3,4,2,5,5,5,5,5,5,2,0,0.0,satisfied
1977,88633,Female,Loyal Customer,55,Personal Travel,Eco,406,2,5,2,5,4,4,4,1,1,2,1,4,1,3,0,0.0,neutral or dissatisfied
1978,28323,Male,Loyal Customer,45,Business travel,Business,1588,2,5,5,5,2,4,3,2,2,2,2,2,2,3,16,2.0,neutral or dissatisfied
1979,37106,Female,Loyal Customer,56,Business travel,Eco,1189,4,1,5,1,2,5,5,4,4,4,4,4,4,1,92,92.0,satisfied
1980,917,Female,Loyal Customer,56,Business travel,Business,3870,3,3,3,3,4,4,4,5,5,5,4,5,5,4,0,0.0,satisfied
1981,11170,Female,Loyal Customer,25,Personal Travel,Eco,201,1,3,1,4,4,1,4,4,2,3,1,4,1,4,67,56.0,neutral or dissatisfied
1982,113249,Male,Loyal Customer,47,Personal Travel,Business,386,2,5,2,4,5,4,4,3,3,2,3,5,3,4,0,0.0,neutral or dissatisfied
1983,3983,Male,Loyal Customer,47,Personal Travel,Eco,340,2,5,2,3,1,2,1,1,4,2,4,5,5,1,0,0.0,neutral or dissatisfied
1984,56864,Female,Loyal Customer,56,Business travel,Business,2565,1,1,2,1,4,5,5,5,3,5,5,5,3,5,13,0.0,satisfied
1985,120620,Male,Loyal Customer,65,Personal Travel,Business,280,1,3,1,5,3,4,3,4,4,1,4,5,4,3,0,0.0,neutral or dissatisfied
1986,128134,Male,Loyal Customer,23,Business travel,Business,1587,2,2,2,2,4,4,4,4,5,5,4,3,5,4,0,0.0,satisfied
1987,64890,Male,Loyal Customer,28,Business travel,Business,3291,1,2,3,3,4,3,1,4,2,3,4,1,3,4,0,0.0,neutral or dissatisfied
1988,24485,Female,disloyal Customer,29,Business travel,Eco,547,3,3,3,3,1,3,1,1,4,4,4,2,3,1,5,11.0,neutral or dissatisfied
1989,103632,Male,disloyal Customer,36,Business travel,Business,405,1,1,1,2,5,1,3,5,4,4,5,3,5,5,0,0.0,neutral or dissatisfied
1990,23911,Female,Loyal Customer,33,Business travel,Business,2710,4,5,5,5,3,3,4,4,4,3,4,4,4,3,0,0.0,neutral or dissatisfied
1991,5847,Male,Loyal Customer,22,Business travel,Business,1020,4,4,4,4,3,4,3,3,5,3,5,5,4,3,0,0.0,satisfied
1992,95341,Male,Loyal Customer,68,Personal Travel,Eco,319,1,5,1,4,5,1,5,5,2,4,2,2,3,5,0,0.0,neutral or dissatisfied
1993,92042,Male,disloyal Customer,49,Business travel,Business,1522,4,5,5,2,3,4,3,3,3,4,4,3,4,3,0,0.0,neutral or dissatisfied
1994,49268,Male,disloyal Customer,39,Business travel,Eco,373,2,5,2,3,5,2,5,5,2,4,2,1,2,5,0,0.0,neutral or dissatisfied
1995,28477,Male,Loyal Customer,25,Personal Travel,Eco,1721,1,5,1,2,5,1,5,5,5,3,3,4,4,5,0,4.0,neutral or dissatisfied
1996,117057,Female,Loyal Customer,41,Business travel,Business,2026,3,3,3,3,5,4,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
1997,106829,Male,Loyal Customer,46,Personal Travel,Eco Plus,1488,3,4,3,3,1,3,1,1,3,3,5,4,5,1,5,0.0,neutral or dissatisfied
1998,98054,Male,Loyal Customer,39,Personal Travel,Eco,1797,4,2,4,4,2,4,2,2,3,2,2,1,3,2,15,12.0,satisfied
1999,104796,Female,Loyal Customer,65,Business travel,Eco,587,2,4,5,4,1,3,3,2,2,2,2,4,2,4,23,26.0,neutral or dissatisfied
2000,80462,Male,Loyal Customer,47,Business travel,Business,2787,4,4,4,4,2,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
2001,57504,Male,Loyal Customer,54,Personal Travel,Eco,1075,2,4,2,1,2,2,2,2,4,2,4,3,4,2,21,29.0,neutral or dissatisfied
2002,54505,Male,disloyal Customer,31,Business travel,Eco,925,3,3,3,3,4,3,4,4,3,4,1,4,4,4,0,0.0,neutral or dissatisfied
2003,8921,Male,disloyal Customer,34,Business travel,Eco,661,2,3,2,3,2,3,3,3,1,4,3,3,1,3,302,296.0,neutral or dissatisfied
2004,111738,Male,Loyal Customer,42,Business travel,Business,2209,1,1,1,1,3,4,4,4,4,5,4,4,4,4,4,22.0,satisfied
2005,110902,Female,disloyal Customer,62,Business travel,Eco,404,1,1,0,3,2,0,5,2,2,5,4,4,3,2,0,0.0,neutral or dissatisfied
2006,51592,Female,disloyal Customer,38,Business travel,Eco,370,1,3,1,4,1,1,1,1,2,5,3,3,3,1,62,78.0,neutral or dissatisfied
2007,103095,Male,Loyal Customer,46,Personal Travel,Eco,687,3,4,3,2,3,3,3,3,3,4,4,5,5,3,0,0.0,neutral or dissatisfied
2008,42335,Female,Loyal Customer,59,Personal Travel,Eco,550,2,3,2,5,1,5,4,4,4,2,4,5,4,4,73,70.0,neutral or dissatisfied
2009,18526,Male,disloyal Customer,44,Business travel,Eco,253,3,3,3,1,3,3,3,3,2,3,5,4,5,3,0,0.0,neutral or dissatisfied
2010,51379,Female,Loyal Customer,8,Personal Travel,Eco Plus,110,4,3,4,4,3,4,3,3,1,2,2,1,4,3,0,0.0,neutral or dissatisfied
2011,106850,Male,Loyal Customer,54,Personal Travel,Eco,1733,2,3,2,5,1,2,1,1,5,2,4,3,1,1,28,14.0,neutral or dissatisfied
2012,39478,Male,Loyal Customer,26,Business travel,Business,3376,3,3,3,3,3,3,3,3,4,3,4,4,3,3,56,49.0,neutral or dissatisfied
2013,94305,Female,Loyal Customer,58,Business travel,Business,248,5,5,5,5,4,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
2014,59706,Female,Loyal Customer,13,Personal Travel,Eco,861,2,5,3,3,2,3,2,2,3,3,4,3,4,2,0,21.0,neutral or dissatisfied
2015,12883,Female,Loyal Customer,55,Business travel,Eco,809,5,1,1,1,2,1,2,5,5,5,5,5,5,2,0,0.0,satisfied
2016,40410,Female,Loyal Customer,43,Business travel,Business,2920,4,4,3,4,5,2,2,5,5,5,4,1,5,5,0,0.0,satisfied
2017,81230,Female,Loyal Customer,57,Business travel,Business,3967,3,3,3,3,5,5,5,4,4,4,5,5,4,5,0,0.0,satisfied
2018,17844,Male,Loyal Customer,30,Business travel,Eco Plus,505,4,3,3,3,4,4,4,4,4,5,3,5,4,4,0,0.0,satisfied
2019,61987,Female,Loyal Customer,49,Business travel,Business,2475,3,3,3,3,2,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
2020,48586,Female,Loyal Customer,24,Personal Travel,Eco,853,2,4,3,1,3,3,3,3,4,2,4,5,4,3,0,11.0,neutral or dissatisfied
2021,69935,Female,Loyal Customer,59,Business travel,Business,2174,3,3,3,3,3,3,5,4,4,5,4,5,4,5,0,0.0,satisfied
2022,114974,Male,Loyal Customer,44,Business travel,Business,3691,4,4,4,4,4,5,5,4,4,4,4,3,4,3,46,33.0,satisfied
2023,123886,Female,disloyal Customer,37,Business travel,Eco,173,1,3,1,3,4,1,4,4,3,2,1,1,1,4,0,0.0,neutral or dissatisfied
2024,102875,Female,disloyal Customer,25,Business travel,Eco,472,4,0,4,5,3,4,3,3,3,4,3,2,2,3,0,0.0,satisfied
2025,55049,Female,Loyal Customer,53,Business travel,Business,1346,2,2,3,2,5,5,4,4,4,5,4,3,4,3,2,0.0,satisfied
2026,69832,Female,disloyal Customer,21,Business travel,Business,1055,5,5,5,3,5,5,5,5,4,3,4,3,4,5,12,4.0,satisfied
2027,114318,Female,Loyal Customer,64,Personal Travel,Eco,850,3,5,3,2,5,4,5,2,2,3,2,5,2,3,0,0.0,neutral or dissatisfied
2028,16546,Female,disloyal Customer,35,Business travel,Eco Plus,1134,1,1,1,5,2,1,2,2,1,4,2,3,2,2,1,5.0,neutral or dissatisfied
2029,55251,Female,Loyal Customer,17,Personal Travel,Eco,1009,4,2,4,2,2,4,5,2,2,3,3,2,2,2,0,0.0,neutral or dissatisfied
2030,56875,Female,disloyal Customer,20,Business travel,Business,2434,5,5,5,2,5,4,4,5,4,4,4,4,5,4,2,0.0,satisfied
2031,105676,Male,Loyal Customer,58,Business travel,Business,3463,1,1,1,1,3,5,5,5,5,5,5,5,5,4,0,5.0,satisfied
2032,14702,Male,Loyal Customer,38,Business travel,Eco,419,3,4,3,4,3,3,3,3,2,2,3,4,4,3,1,0.0,neutral or dissatisfied
2033,40847,Male,Loyal Customer,9,Personal Travel,Eco,574,4,5,4,3,2,4,2,2,5,2,5,5,4,2,0,1.0,satisfied
2034,39059,Female,disloyal Customer,16,Business travel,Eco,784,0,0,0,2,1,0,1,1,5,5,4,4,4,1,0,0.0,satisfied
2035,8658,Male,Loyal Customer,50,Business travel,Business,227,4,4,4,4,3,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
2036,43862,Female,Loyal Customer,37,Business travel,Business,2950,0,4,0,2,4,4,4,5,5,5,5,2,5,3,0,0.0,satisfied
2037,109435,Female,Loyal Customer,52,Business travel,Business,1538,4,4,4,4,4,5,5,2,2,2,2,3,2,3,69,48.0,satisfied
2038,25873,Female,disloyal Customer,29,Business travel,Business,907,2,2,2,1,4,2,4,4,3,2,4,4,4,4,93,91.0,neutral or dissatisfied
2039,7979,Male,Loyal Customer,60,Business travel,Business,2845,4,5,4,4,4,5,5,4,4,4,4,3,4,4,46,45.0,satisfied
2040,108078,Male,Loyal Customer,45,Business travel,Business,997,5,5,5,5,5,5,4,4,4,4,4,5,4,3,0,12.0,satisfied
2041,123659,Female,disloyal Customer,21,Business travel,Business,214,4,0,4,5,5,4,5,5,4,2,4,5,5,5,0,0.0,satisfied
2042,90036,Male,disloyal Customer,39,Business travel,Business,957,1,0,0,5,3,0,3,3,5,5,4,4,5,3,62,55.0,neutral or dissatisfied
2043,44351,Female,Loyal Customer,52,Business travel,Business,2798,3,3,3,3,5,4,4,5,2,5,5,4,4,4,136,125.0,satisfied
2044,7661,Female,disloyal Customer,40,Business travel,Business,604,3,2,2,3,3,2,3,3,1,2,3,2,4,3,0,0.0,neutral or dissatisfied
2045,27798,Male,disloyal Customer,38,Business travel,Eco,1448,1,1,1,2,4,1,4,4,3,2,2,1,3,4,7,0.0,neutral or dissatisfied
2046,116652,Female,disloyal Customer,26,Business travel,Business,358,3,4,3,1,3,3,3,3,4,2,4,4,5,3,0,0.0,neutral or dissatisfied
2047,92078,Male,Loyal Customer,17,Business travel,Business,1589,3,4,4,4,3,3,3,3,3,4,3,3,3,3,0,0.0,neutral or dissatisfied
2048,92099,Female,Loyal Customer,16,Business travel,Business,1535,5,5,5,5,4,4,4,4,5,4,1,2,4,4,0,0.0,satisfied
2049,11082,Male,Loyal Customer,15,Personal Travel,Eco,309,3,4,3,1,3,3,1,3,5,3,4,5,4,3,5,16.0,neutral or dissatisfied
2050,112959,Female,Loyal Customer,62,Personal Travel,Eco,1164,1,4,1,1,4,4,5,4,4,1,4,5,4,5,29,25.0,neutral or dissatisfied
2051,102298,Male,Loyal Customer,35,Business travel,Business,1882,1,1,1,1,3,5,5,4,4,4,5,5,4,4,2,0.0,satisfied
2052,64496,Male,Loyal Customer,52,Business travel,Business,190,1,1,1,1,3,2,3,4,4,4,1,3,4,3,0,0.0,neutral or dissatisfied
2053,68780,Female,disloyal Customer,25,Business travel,Eco,926,2,2,2,3,4,2,4,4,4,3,4,2,3,4,10,6.0,neutral or dissatisfied
2054,121694,Female,Loyal Customer,61,Personal Travel,Eco Plus,328,2,2,2,4,2,3,3,5,5,2,5,2,5,1,8,3.0,neutral or dissatisfied
2055,12841,Female,Loyal Customer,29,Personal Travel,Eco,489,2,3,2,3,3,2,3,3,4,4,3,3,4,3,13,12.0,neutral or dissatisfied
2056,19282,Male,Loyal Customer,79,Business travel,Eco Plus,430,5,2,2,2,5,5,5,5,4,5,3,5,5,5,0,0.0,satisfied
2057,4534,Female,Loyal Customer,8,Personal Travel,Eco,677,3,4,3,1,3,3,3,3,2,1,1,1,5,3,0,0.0,neutral or dissatisfied
2058,128695,Male,disloyal Customer,24,Business travel,Business,1235,5,0,5,4,5,5,4,5,4,2,5,5,5,5,0,0.0,satisfied
2059,119633,Female,disloyal Customer,43,Business travel,Business,1727,2,1,1,4,5,2,3,5,5,5,4,5,5,5,17,47.0,neutral or dissatisfied
2060,58442,Female,Loyal Customer,20,Personal Travel,Eco,733,1,5,1,1,1,1,1,1,5,5,5,1,5,1,0,0.0,neutral or dissatisfied
2061,19037,Female,Loyal Customer,24,Business travel,Eco Plus,788,4,2,1,2,4,4,4,4,5,3,5,3,2,4,0,0.0,satisfied
2062,58669,Female,disloyal Customer,36,Business travel,Business,867,4,4,4,4,4,4,3,4,4,5,5,3,5,4,29,49.0,neutral or dissatisfied
2063,129152,Female,disloyal Customer,26,Business travel,Business,679,3,5,3,4,1,3,1,1,3,4,5,4,4,1,0,0.0,neutral or dissatisfied
2064,89332,Female,disloyal Customer,38,Business travel,Business,1587,3,3,3,2,5,3,5,5,3,5,5,4,5,5,0,18.0,neutral or dissatisfied
2065,35046,Male,Loyal Customer,43,Business travel,Business,1746,5,5,5,5,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
2066,102314,Male,disloyal Customer,39,Business travel,Eco,397,3,0,3,3,2,3,2,2,3,3,4,2,4,2,29,22.0,neutral or dissatisfied
2067,30321,Male,Loyal Customer,61,Business travel,Business,3346,4,4,4,4,4,3,1,5,5,5,5,1,5,2,17,25.0,satisfied
2068,108708,Female,Loyal Customer,45,Business travel,Business,425,1,1,1,1,1,2,2,1,1,1,1,2,1,1,28,22.0,neutral or dissatisfied
2069,54119,Female,Loyal Customer,41,Business travel,Eco,1372,5,4,4,4,5,5,5,5,4,2,2,1,2,5,0,0.0,satisfied
2070,74349,Female,Loyal Customer,59,Business travel,Business,1464,1,1,1,1,4,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
2071,13770,Male,Loyal Customer,35,Business travel,Eco,925,4,3,3,3,4,4,4,4,4,5,4,4,5,4,34,35.0,satisfied
