,Game ID,White Rating,Black Rating,Opening ECO,Opening Ply,White Centi-pawn Loss,White's Number of Inaccuracies,White's Number of Mistakes,White's Number of Blunders,Black Centi-pawn Loss,Black's Number of Inaccuracies,Black's Number of Mistakes,Black's Number of Blunders
4425,SFGzf82n,1644,1640,B08,8,67,5,1,1,18,2,0,0
4426,7VlOOwJG,1509,1474,A13,2,29,2,1,0,66,2,2,2
4427,rYunZk8t,1740,1699,B50,4,30,3,0,2,65,2,3,3
4428,8rbJYTSj,1746,1673,B21,5,45,2,1,1,11,0,0,0
4429,DSuoOHeq,1281,1487,C50,6,37,3,1,1,89,2,2,4
4430,V2fSERm3,1787,1680,B32,8,58,0,0,1,17,1,0,0
4431,efliMxiv,1893,1766,B32,6,104,7,3,4,131,4,8,5
4432,Qp7gXCxr,1789,1775,B01,4,32,1,0,1,106,1,0,1
4433,iauz4TGg,1968,1909,B01,4,79,4,1,2,53,4,0,3
4434,wjFp66nG,1940,1896,B03,7,42,3,1,3,79,5,1,3
4435,FmcPnMXa,1955,1883,B30,5,74,2,1,3,42,1,3,1
4436,9STLF92C,1224,1347,C02,8,78,9,1,4,51,5,4,2
4437,RkQLHwss,2003,1792,B50,4,47,2,4,1,56,2,2,3
4438,56IbVrXz,1792,2091,A05,2,35,2,1,1,4,0,0,0
4439,WqGsYbtR,1792,1903,A04,2,37,4,0,2,30,2,0,1
4440,SneSpDdn,1792,2240,A05,4,41,4,3,0,7,1,0,0
4441,KvdxvpsW,1773,1675,C80,12,177,1,1,6,203,5,1,8
4442,drrjC3PA,1921,1875,C16,7,22,5,1,1,42,9,2,2
4443,61k3e6vh,1797,1913,A10,2,83,3,0,2,18,1,0,0
4444,zHFCA1l8,2246,1918,E60,7,25,3,1,0,30,1,1,1
4445,V11GWkZs,1775,1797,A01,2,26,4,1,0,53,7,1,1
4446,T1su7Yak,1722,1733,A53,7,32,4,2,0,11,1,1,0
4447,G2MZDAU8,1718,1399,A01,1,15,0,0,0,56,5,0,0
4448,U7knWaiX,1386,1679,A84,4,43,1,0,2,10,0,0,0
4449,1yjXIhyt,1584,1506,A00,1,15,1,1,0,42,3,0,1
4450,lR5DvtX7,1369,1542,A16,4,52,5,1,1,36,2,0,0
4451,ZP0lYi8g,1488,1465,B01,4,60,5,2,0,94,3,4,2
4452,WRWYZvLE,1458,1313,C41,4,90,3,1,4,115,6,1,6
4453,cUUKa1VU,1621,1684,B40,10,42,1,0,1,12,1,0,0
4454,g1DxO4HB,1653,1385,C50,8,79,2,2,1,30,5,1,0
4455,XS6ZnZhf,1698,1739,A04,2,125,5,2,6,104,6,2,5
4456,pFnWXBd6,1719,1799,D10,4,62,4,3,5,42,9,2,1
4457,XkGFMzit,1847,1705,B00,2,72,6,1,2,38,3,0,1
4458,ryf3HaY4,1801,1766,D00,2,21,3,0,0,72,2,1,2
4459,2CxTbrwX,1773,1768,A48,5,48,3,1,3,75,1,0,3
4460,geaPDhEF,1876,1775,D31,6,54,4,1,3,41,3,2,2
4461,wMU1AqXZ,1611,1874,B01,2,47,5,2,1,26,6,0,1
4462,aWN3yX6U,1356,1299,C41,4,64,4,2,2,91,5,2,2
4463,fFrYmNAW,1897,1866,C55,12,29,3,1,0,54,8,0,1
4464,CuOsSU5B,1862,1843,C21,5,70,3,2,1,36,3,0,1
4465,52qqrEtm,1706,1812,C34,6,159,1,4,7,195,5,3,8
4466,KUKHxyDH,1688,1776,B20,3,53,5,3,3,77,6,3,5
4467,v5J8p26E,1894,1806,B07,6,73,3,4,1,85,5,1,2
4468,icrGl8Dm,1736,1778,D02,3,78,5,2,1,36,2,1,1
4469,C5AhOJWu,1701,1744,C00,4,89,3,3,5,117,6,3,5
4470,BLvQ5bkV,1795,1750,C00,4,43,5,2,3,62,1,5,5
4471,LQ4JChkZ,1684,1693,D35,7,39,1,2,1,36,0,0,2
4472,lDIDxwJW,1827,1701,C34,6,49,3,3,2,92,5,2,4
4473,wBPuOoKj,1852,1863,B10,2,27,0,2,0,65,1,0,1
4474,GdrEDaUe,1855,1865,A00,1,55,6,1,2,77,5,2,5
4475,aaBHGLd9,1768,1744,C41,5,25,2,1,0,74,4,0,3
4476,BeVw7fZT,1868,1768,C25,4,29,6,0,1,44,7,2,1
4477,gOykV0Mk,1728,1736,A45,2,83,3,0,2,33,0,1,1
4478,53IV9Hbd,1686,1864,C64,6,41,0,1,2,65,1,0,3
4479,ArS4e6al,1374,1676,C23,4,67,5,1,1,23,1,0,0
4480,fbT533n3,1776,1617,A48,4,94,3,1,4,57,3,2,2
4481,Xpvi0zPM,1585,1569,A48,4,49,4,2,1,15,2,1,0
4482,MtXUb4wV,1087,1090,A10,2,129,2,3,5,159,2,2,8
4483,pg5ti4bC,1396,1422,B20,3,71,5,0,1,47,2,0,0
4484,GvinRg2v,1448,1466,B20,3,98,2,4,3,69,3,3,1
4485,lBwiLSdf,1443,1871,C00,3,61,3,4,2,34,2,3,1
4486,5ufXqaeD,1767,1720,B50,4,69,2,2,3,94,2,0,7
4487,JEXtn0pN,1768,1766,B01,10,100,4,0,1,67,2,2,1
4488,x8uiYDJp,1528,1261,B32,7,26,2,1,1,61,5,4,1
4489,EDxt2rWv,1658,1309,C40,4,20,3,1,0,70,3,0,1
4490,ngDOMpOF,1345,1676,D00,4,65,2,0,2,13,1,0,0
4491,elcVVbjJ,1500,1503,C62,6,42,6,2,1,61,8,8,2
4492,ZN2U8jwM,1676,1576,B01,6,80,8,1,2,51,3,3,2
4493,vaWjvUIJ,2193,2153,C24,7,55,2,1,2,26,3,0,0
4494,seuxTjxm,2177,2158,C45,8,33,3,1,1,67,3,2,3
4495,u1byoWvM,2153,2073,C65,6,49,10,0,2,68,8,1,4
4496,cDCEwOn6,2151,2147,D35,9,57,3,3,2,35,1,3,1
4497,YWh2cKTd,2153,2155,B06,4,41,3,0,2,24,1,1,1
4498,xiL5Z79V,2148,2120,C77,9,63,4,1,4,90,6,2,5
4499,oNe46vFR,2029,2155,D45,10,28,1,1,1,31,2,2,1
4500,kzMuFht7,2149,2153,C77,9,32,1,3,0,59,4,3,1
4501,6QImMJyA,2142,2221,B00,4,38,3,1,2,53,4,1,3
4502,5lFCzuxg,2179,2147,D35,9,42,0,2,1,63,4,1,3
4503,EoZk3izU,1932,1977,C41,5,43,3,1,0,85,5,2,1
4504,0XMQZp3G,1958,1992,E90,9,51,4,1,1,30,2,1,0
4505,4Vc3rpX2,1994,1944,C96,20,38,5,0,2,16,1,0,2
4506,6lhnO9UY,2022,1965,A04,2,32,2,0,1,56,4,1,2
4507,pOMLz8J6,2066,1972,C00,3,81,3,0,2,108,6,3,1
4508,nfIMdR8O,1916,1930,B00,6,90,1,1,3,49,4,1,2
4509,R0rmDvLo,1721,1916,A35,6,12,1,0,0,40,4,2,1
4510,IJZzy1zk,1918,1904,C41,8,39,2,2,1,19,1,1,0
4511,xEDXYG0A,1891,1930,D46,12,6,0,0,0,47,1,0,1
4512,LhqTdwmh,1942,1877,B54,8,49,6,3,0,23,0,0,0
4513,POzdEAvI,1551,1552,C41,4,105,10,4,1,80,4,1,1
4514,KvNe5jAQ,1050,1443,C00,4,84,3,0,2,42,2,0,0
4515,a4L3nU3z,1711,1673,B32,8,137,1,0,2,64,1,1,1
4516,WmsPB33D,1638,1619,B20,3,86,5,3,5,97,6,2,7
4517,JsVYXPxY,1516,1504,B50,6,18,2,0,0,71,3,1,1
4518,tkGo0XBl,1831,1740,A84,5,128,3,0,2,78,1,0,1
4519,NuulBd6G,1203,1830,A52,7,72,5,3,0,41,4,0,0
4520,8m4pHpVr,1866,1500,A84,4,132,5,3,6,146,5,3,6
4521,8yhCSyEb,2499,2382,A00,5,37,3,1,0,49,4,1,1
4522,SWe9rnPq,2337,2494,A50,4,114,2,1,3,74,1,2,2
4523,PwAitJvd,2632,2494,B08,7,32,3,2,0,66,2,2,2
4524,AtTPZQpK,2504,2470,B02,4,132,8,3,11,129,6,4,10
4525,xinnlAAA,2418,2507,A50,4,25,9,1,2,25,3,4,1
4526,hxNXARaO,2481,2497,A50,4,19,2,0,0,21,3,0,0
4527,u93AXAIP,1555,1712,C41,7,5,0,0,0,37,1,2,0
4528,hoq2NODb,1339,1393,A04,2,111,4,1,6,121,1,1,8
4529,LjDKr3rm,1303,1044,C41,4,34,2,0,2,82,5,1,2
4530,Oilstco6,1427,1183,D00,3,90,5,1,3,52,3,0,2
4531,u1DvQtAO,1630,1397,C46,5,69,8,2,9,59,7,1,8
4532,IaXmWkUd,1539,1360,B10,2,100,6,1,13,116,4,10,10
4533,hCoZqi7Y,1500,1043,C11,7,212,2,0,9,241,3,1,8
4534,OWqAFMfB,1598,1396,C34,6,42,2,0,1,88,3,1,2
4535,57sROEYj,1211,1412,B10,2,73,3,1,0,117,3,2,2
4536,UusnCVKj,1429,1194,C50,6,78,1,2,4,54,3,2,2
4537,vsRE3s2d,1645,1343,D00,3,85,4,4,6,67,8,3,5
4538,BizvQBdE,1323,1403,C40,3,112,6,1,5,82,4,4,4
4539,t6Eejpu0,1264,1313,C22,6,141,1,0,1,14,0,0,0
4540,cMhsvMx4,1304,1443,C45,7,87,7,0,3,49,4,2,2
4541,IijNuH9m,1266,1190,D00,3,96,2,4,3,139,4,3,4
4542,lZXtcQFA,1160,1343,A40,1,15,2,1,0,54,2,1,1
4543,fOaiVJyB,1481,1561,C42,5,19,2,0,0,113,0,0,2
4544,R8owCXyg,1991,1899,C10,6,80,2,5,6,104,7,1,8
4545,8QciehQl,1982,1923,C41,7,52,1,1,2,24,2,2,0
4546,dkT7VUI2,1925,1939,D10,5,102,4,1,1,51,4,2,0
4547,8FxwAXMR,1819,1939,C41,7,75,4,1,3,119,3,2,4
4548,GuKTTqys,1816,1841,D02,5,40,5,1,1,21,1,2,0
4549,7OaZDWg4,1948,1840,D10,5,70,2,2,1,14,2,0,0
4550,WiybqZ1N,1863,1822,B21,3,49,2,1,2,19,1,0,1
4551,39W9OHzm,1699,1816,B20,2,112,1,3,2,31,2,1,0
4552,eQTVvgb5,1771,1749,C53,7,70,5,1,4,49,3,3,3
4553,qpS8Oglx,1322,1227,B01,4,107,2,1,1,204,2,0,3
4554,9RJQnjep,1361,1331,C65,7,29,1,2,0,53,0,6,1
4555,mPaz3hyV,1321,1342,B20,3,83,5,3,3,123,5,2,5
4556,mdkfgC4M,1333,1282,C41,5,35,3,2,0,87,5,1,1
4557,QHQTbC4M,1272,1346,D00,3,88,3,2,3,122,7,2,4
4558,7IENcPg3,1328,1252,C00,5,74,2,0,1,121,2,0,1
4559,nQIrTjdH,1808,1752,A45,3,68,2,1,5,46,2,1,4
4560,cNJpO4mt,1631,1500,B10,2,82,0,1,3,37,0,0,2
4561,aWah9vKO,1780,1819,C56,10,62,2,1,1,9,0,0,0
4562,ZcITTo0L,2214,2217,A30,2,27,3,1,0,54,7,0,2
4563,TgeAFvXb,2167,2231,B46,10,50,0,3,3,57,8,1,6
4564,wMVtQPTU,2213,2378,B12,5,43,5,0,1,76,5,1,2
4565,1Gj9h47V,2133,2201,B20,3,94,1,3,4,65,0,1,4
4566,pwy9FbwC,2243,2187,B30,5,32,3,1,1,24,4,1,0
4567,1FzlIdKH,2199,2203,B44,8,54,1,2,1,24,1,1,0
4568,1X81f9fH,2064,2190,B40,10,59,4,1,2,48,7,3,2
4569,8O1p9LJF,1824,1827,C41,5,87,3,0,3,46,0,1,3
4570,GMQzsDkI,1387,1580,B00,2,79,6,0,2,34,1,3,0
4571,ijPJwori,2043,2176,B21,3,50,2,0,1,12,2,0,0
4572,WOuzdqeM,1701,2064,C20,3,70,3,3,2,35,2,1,1
4573,SACMayvR,1717,1611,A00,1,70,2,2,5,100,2,1,6
4574,ZTSHwPIQ,1461,1474,B01,4,75,7,1,1,39,2,0,1
4575,HUGuedTF,1627,1641,E20,6,35,2,0,2,5,0,0,0
4576,CMyyIx1g,1323,1627,C00,3,8,0,0,0,61,3,1,1
4577,z6YuZVEV,1985,1602,E15,8,42,4,0,1,12,3,0,0
4578,dCzbe9ed,1926,1609,C41,8,5,0,0,0,36,3,0,1
4579,QmX8SIu2,1363,1195,A35,4,61,4,0,1,30,4,0,0
4580,XwWNV3VN,1556,1535,B32,5,94,2,2,3,132,2,6,2
4581,iMpQJXjv,1536,1517,C22,6,70,2,0,2,73,2,0,2
4582,7QX1jdqc,1487,1517,A01,1,93,3,1,1,41,1,1,0
4583,sOme5YML,1531,1517,B01,4,32,1,0,1,66,3,0,2
4584,e9uhtm8x,1568,1526,B06,7,72,0,2,1,133,2,3,2
4585,IbtGGKIr,1595,1535,B06,2,43,2,0,2,75,2,0,2
4586,hPJbjOVa,1677,1712,C02,5,65,2,0,2,34,3,0,1
4587,0JvSD1US,1334,1284,C44,5,22,1,0,0,69,3,0,1
4588,fgjdGhQf,1295,1215,A43,5,97,6,1,3,59,2,2,1
4589,jVsW2AWG,1999,1979,D38,8,55,6,1,1,87,4,0,4
4590,57KFPkC5,1641,1590,A40,2,32,1,0,0,122,3,2,1
4591,GDuuqywa,1940,1915,B27,6,66,4,1,3,28,3,0,1
4592,mmCVIl7Q,1908,1947,C50,6,79,3,1,5,111,3,2,4
4593,HRS6LxO6,1775,1900,C02,10,64,7,3,2,41,6,2,0
4594,R8ddkjou,1794,1861,D00,3,52,5,4,5,66,8,2,8
4595,BnZL5hBo,1194,1500,D11,5,58,3,2,1,11,0,0,0
4596,NW6akW5H,1500,998,D10,5,57,2,0,3,97,4,2,3
4597,vsGQh2LH,1500,1024,A40,2,55,8,0,2,88,8,5,1
4598,EM3OL81U,1500,1396,B08,9,10,1,0,0,69,4,0,2
4599,CwpqVO4x,1647,1883,A17,4,25,3,0,1,54,7,1,1
4600,N1AlGVY3,2154,1836,C42,9,63,3,3,2,35,3,1,2
4601,UsDX0R3L,2153,1462,C70,8,70,2,2,2,47,3,0,2
4602,HgwDFF3m,2165,2133,C00,3,33,2,1,3,17,2,2,1
4603,qWYPUGza,2285,1972,B06,6,15,0,0,1,49,3,2,1
4604,NVG15BAn,1265,1636,A40,2,62,0,0,3,100,2,1,3
4605,hpuJgrFZ,1266,1794,D05,6,84,1,0,2,29,2,0,1
4606,7nOMD2px,1234,2213,D00,4,43,5,1,1,20,1,1,0
4607,m3SrPeEt,2180,2222,A57,9,35,4,2,2,55,14,2,1
4608,M9gHZ286,2228,2224,C02,7,100,5,4,2,64,3,0,2
4609,gcnb7aBn,2132,2223,B33,8,86,0,1,6,55,2,3,2
4610,DfbImDYy,2218,2216,C02,11,90,1,0,4,102,0,1,5
4611,nVEUlHSE,2223,2234,C02,11,83,2,0,3,46,0,1,2
4612,0uTsw2z1,2213,2229,A57,6,51,1,1,1,154,0,0,3
4613,Ffs8ZrfF,2229,2270,A41,4,81,3,3,3,71,4,2,4
4614,lKVXw6b5,2339,2233,A56,6,86,4,0,5,122,2,2,4
4615,dN70JA33,2121,2223,B21,3,56,4,0,1,19,2,0,0
4616,kRSQlcKs,2002,1935,D00,3,60,5,4,4,78,4,5,5
4617,y2sey43b,1935,1935,B23,4,42,0,2,2,53,1,0,2
4618,e5rcD128,1909,1942,D00,2,29,3,1,1,58,2,1,3
4619,EIcNahrV,1943,1941,B90,10,54,3,2,3,68,7,4,4
4620,nfWqp5I5,1933,2019,C66,12,55,6,2,3,74,7,5,3
4621,FdKa2fLn,1916,1926,B50,5,70,4,2,1,29,3,1,1
4622,Q67QeLDq,1922,1806,B32,10,38,1,2,1,69,3,0,3
4623,y8w4v9Eu,1958,1928,B23,4,31,1,0,1,82,4,2,2
4624,xxWPS6Sa,1977,1846,D06,4,28,1,0,0,150,2,0,1
4625,36PQQ3ZT,1864,1845,B50,4,62,1,1,4,42,1,2,1
4626,KBhBt0yq,1838,1838,B23,3,76,8,7,2,62,8,2,4
4627,IfIGM2w2,1917,1829,D06,4,86,3,0,1,24,3,0,0
4628,AUwK02cM,1820,1891,C48,8,89,1,1,2,112,0,1,2
4629,irEnVEG5,1871,1809,B80,10,152,2,3,2,123,1,1,4
4630,JkpglNSe,1498,1503,A01,2,68,5,3,4,49,3,4,3
4631,en3iky4V,1528,1502,A40,2,24,5,1,0,60,7,1,2
4632,PxpTxpB6,1496,1482,C50,6,99,0,1,6,129,4,1,5
4633,imflYN3j,1332,1766,B22,3,124,4,1,1,70,2,1,2
4634,pGBvPFsR,1654,1672,A35,4,51,2,0,1,85,2,1,2
4635,TxI4kEhJ,1590,1614,C50,6,142,3,3,2,183,2,2,4
4636,D37J67v7,1944,1856,B01,6,77,6,0,6,57,6,2,5
4637,ir7JoOXS,1933,1928,B10,2,52,3,2,2,20,3,0,0
4638,rsLG88sB,1919,1775,C47,8,41,2,3,0,79,1,2,3
4639,Ba9grOwC,1884,1936,B13,5,62,3,1,4,74,3,2,5
4640,hNJH6Jy8,1920,1930,C46,5,33,3,1,1,66,1,0,3
4641,cpoemUnS,1922,1936,B13,5,15,5,1,0,33,5,1,1
4642,XM53DcbD,1923,1824,B52,6,67,2,3,3,104,3,2,3
4643,F0C9YdtV,1884,1908,B12,6,51,3,4,1,52,1,2,2
4644,r1WFsZeL,1928,1842,C46,5,51,7,3,5,36,5,1,4
4645,Yuqm1cEL,1871,1912,A45,2,133,0,1,1,7,0,0,0
4646,sXuRfh9I,2041,1811,D43,8,15,1,0,0,48,3,0,1
4647,4uaJBeJu,2224,2088,C44,6,38,4,0,2,67,1,3,3
4648,JEqqHl5I,2088,1263,D15,8,19,3,0,0,59,2,2,1
4649,GE6yuq4s,1421,1354,C24,4,82,2,2,5,57,2,4,3
4650,eh1iTNED,1758,1421,B12,3,169,3,0,5,125,3,2,2
4651,41XoFNoA,1784,1442,B01,4,69,3,0,1,21,1,0,0
4652,vYrezbRM,2277,2117,A00,1,55,6,0,1,20,3,0,0
4653,Bh4IX99D,2126,2117,A84,4,45,5,1,4,47,3,2,4
4654,efLseZX9,2112,2077,B10,5,29,1,0,2,46,1,0,1
4655,KJcldSZh,2077,2112,C44,4,110,7,0,3,86,7,0,1
4656,ZK2drGGQ,2071,2008,D31,5,13,1,0,0,51,3,2,0
4657,fGl10Mnu,1877,1992,A05,4,48,6,1,4,27,2,1,1
4658,Dk2CgQ3f,1944,2007,E00,5,62,4,1,2,33,1,0,2
4659,n0IDyDT8,1994,2030,A40,2,31,3,1,1,71,2,1,3
4660,KzHBYngc,1916,1863,B00,2,24,2,0,0,97,0,2,2
4661,QbjaEuTp,1789,1725,D53,8,19,1,0,1,37,5,2,1
4662,S6ai9Pgx,1728,1028,C43,6,48,5,1,2,48,4,1,3
4663,P7YQFhnP,2222,2221,C41,7,67,3,3,3,60,4,5,3
4664,jdyVeZ7y,2246,2184,A19,8,56,6,2,2,37,3,5,2
4665,BGcpIZgq,2217,2037,B00,2,54,1,2,2,27,2,1,0
4666,d7hKqGPl,2027,2008,A40,2,25,1,0,0,75,5,2,0
4667,wxRytRH3,2021,1823,C46,7,80,5,1,3,113,2,2,6
4668,t20AhTK5,2023,2032,C70,8,37,4,1,2,44,8,0,2
4669,CxtZWesk,1927,2024,B27,3,64,3,4,1,23,0,0,1
4670,BxmLDfAg,2039,1913,B40,4,129,3,0,5,108,3,0,4
4671,YG1DWSec,1920,2031,B38,11,144,5,1,6,122,5,1,5
4672,0nYim3s3,2048,1848,B30,4,147,0,3,8,110,4,2,4
4673,O0I7f2ZI,2160,2056,B90,11,33,3,0,0,25,1,0,0
4674,8qwFyWWB,2068,2042,A80,2,81,5,4,3,53,3,3,1
4675,ICJkVjul,1154,1374,A00,1,257,0,3,2,176,1,1,3
4676,sjDlszsq,1670,1678,C00,3,50,1,0,2,95,3,0,2
4677,kRAsUVdO,1692,1693,C00,5,61,4,4,5,69,11,4,4
4678,awpMKot7,2286,2036,A02,1,19,2,1,0,43,1,1,1
4679,LhYAFA6o,2069,2028,D85,8,37,3,4,2,39,7,0,2
4680,xGFyQTd2,1471,1475,D02,3,38,3,1,1,79,4,0,2
4681,a1RScs0T,1471,1383,C42,4,128,4,3,9,108,5,4,6
4682,r9TovF8G,2370,2222,A45,3,36,4,1,2,54,11,2,2
4683,knTBEhNj,2176,2367,B13,12,54,0,0,2,21,1,0,0
4684,dKIQ22qa,1565,1567,A40,2,79,0,1,3,22,1,0,1
4685,RCIsO13Z,1217,1234,B29,5,72,3,2,3,113,1,3,2
4686,5dXSpU18,1805,1869,C50,6,51,1,1,3,76,5,0,3
4687,t782OxMD,1813,1850,B06,2,61,4,0,3,29,0,1,1
4688,0wbDuTgn,1842,1823,D16,9,44,2,1,1,77,5,2,2
4689,F60ipMj0,1485,1635,B10,2,52,1,1,1,11,0,0,0
4690,8CLl1HVt,1598,1620,D31,6,22,1,0,1,49,1,0,3
4691,Whz4pp9t,1585,1660,D12,8,15,0,1,0,75,1,0,1
4692,FPeJMrI1,1992,1992,B32,8,37,1,0,3,65,0,2,3
4693,px8mgOgV,1980,2002,B70,11,89,7,3,3,66,7,1,1
4694,BH4ehWkR,1612,1842,A00,1,64,4,1,1,30,3,0,0
4695,BVmsMzAL,1734,1836,E70,7,12,0,0,0,55,3,2,0
4696,ovM4xSDb,1862,1792,D02,5,59,1,1,2,17,2,1,0
4697,zwaGE9D2,1929,1833,D35,7,13,1,0,0,49,1,1,1
4698,rONT846e,1981,1943,B07,5,14,0,0,0,111,1,0,1
4699,9gPiQGfx,1942,1982,C50,8,46,8,1,3,47,2,3,3
4700,W5vJX5nz,1940,1953,D31,5,40,0,1,1,128,1,0,1
4701,2bi02usi,1825,1874,C53,9,101,4,0,5,69,1,0,4
4702,Ae8OIGDm,1826,1926,C53,9,75,2,2,3,40,2,0,2
4703,TTJsXnCt,1027,1033,B00,4,137,3,1,6,105,1,1,5
4704,mmaQDqW0,1144,1028,C41,4,193,1,0,4,236,2,1,5
4705,N9KplQcY,1469,1485,C65,9,48,4,1,4,38,3,2,3
4706,x8k5iQt5,1472,1577,C41,5,97,6,4,11,98,8,2,11
4707,WJRGC5Os,1516,1477,B40,4,21,1,0,0,120,3,0,1
4708,AkXJloan,2136,1797,C44,5,56,4,0,5,70,8,4,2
4709,Z3DJWJem,1500,1797,A40,2,18,0,1,0,55,3,1,1
4710,dMPLE2i1,1826,1813,A40,2,34,5,3,1,45,12,1,2
4711,EsZTcA1W,1974,1959,A22,5,21,2,0,0,52,3,1,0
4712,wu53u95T,1956,1930,C50,6,16,2,1,0,48,4,0,2
4713,0sD1OzOd,2265,1917,C53,9,31,2,3,2,51,0,3,3
4714,1gHOzWtS,1909,1947,D20,6,94,3,2,3,130,6,1,4
4715,zxVZRv11,1947,2037,B90,10,58,7,2,3,39,4,2,3
4716,AdqM5GYN,2271,2353,C10,6,19,3,0,0,64,3,2,1
4717,EW848Pk7,2515,2336,B01,4,35,8,4,2,33,7,5,2
4718,mYVmAMvY,1846,1812,C34,6,74,3,2,1,27,0,0,0
4719,y2DN0wZ0,1833,1794,B02,5,34,3,0,1,23,1,0,1
4720,um5LeAcQ,1234,1247,C00,3,126,8,1,7,156,5,2,9
4721,rN2tUeO9,1834,1698,C34,6,40,1,1,0,74,6,2,1
4722,0h7ntKlj,1859,1834,C20,3,40,7,1,1,39,7,0,1
4723,NeJVBdSE,1671,1665,A40,2,41,4,2,1,13,1,0,0
4724,nsSP5GNT,1695,1642,A46,5,76,2,2,3,43,2,0,1
4725,8BH1XeKq,1702,1724,A45,2,58,7,2,1,85,6,1,5
4726,FABDkwLX,1244,1238,B50,4,94,2,2,7,76,2,1,3
4727,jGI9dvZH,1804,1872,B10,2,81,4,2,1,43,3,1,1
4728,ABq8RTpV,1749,1774,C33,6,77,1,0,1,39,1,1,0
4729,cVmDneCN,1726,1689,C00,2,119,6,3,5,150,4,3,6
4730,3GZNWD2d,1706,1616,C34,6,30,1,2,0,84,2,0,3
4731,Sy13S2Rl,1678,1704,E30,7,87,5,0,3,140,2,3,2
4732,RBGJQaRS,1724,1724,A11,2,38,3,1,2,61,5,5,3
4733,LjWiBxRP,1758,1744,B20,3,45,3,1,0,118,3,0,1
4734,igQZiwd9,1748,1682,C33,6,34,5,1,2,34,5,3,2
4735,33xC6PC2,1483,1757,D00,7,37,6,2,1,36,9,1,0
4736,vAIhYkM2,1952,1922,B01,2,67,7,1,4,55,5,2,3
4737,sTL0tZLc,1540,1568,C10,6,57,6,0,3,31,2,1,2
4738,lPEvps7p,1574,1577,C50,6,7,0,0,0,28,0,0,1
4739,xjRpNkUH,1856,1865,A80,2,82,1,2,4,102,3,0,5
4740,snebGZbj,1708,1727,C41,5,34,3,1,4,50,3,2,5
4741,pXzZvglA,1270,1343,B01,2,94,3,1,2,145,2,0,1
4742,D5v873ew,1342,1478,C45,8,79,2,3,2,48,2,3,1
4743,fKPCTkPV,1866,1801,A04,2,96,4,1,4,66,5,0,4
4744,O2OFLsMo,1729,1689,C00,3,47,5,0,2,18,2,0,1
4745,03DaOErg,2026,1900,D03,5,31,2,1,2,18,3,1,0
4746,6riKnjc1,2094,2241,E61,11,70,5,1,2,49,4,2,0
4747,gMy6GDt0,1917,2257,B22,8,43,1,4,1,21,4,0,1
4748,GGb9p1L2,1863,1880,B20,3,19,4,0,0,19,4,0,0
4749,bOsQUzCy,1856,2376,C26,5,56,3,3,0,19,1,0,0
4750,7NKtCk3B,1729,1795,D31,5,28,3,0,1,47,3,0,3
4751,WSmh6Nsj,1714,1494,C70,8,14,2,0,0,39,1,0,1
4752,PKi38e7t,2024,2505,D30,4,30,3,0,1,8,0,0,0
4753,saHiuCZH,2060,2503,B01,4,141,0,1,1,33,2,0,0
4754,ZCeaaXev,2500,2061,E90,9,50,3,2,3,82,5,3,4
4755,JmpDNnTj,2494,2238,E60,12,27,4,0,2,45,8,1,2
4756,XlNYHW73,2481,2230,E60,5,37,5,1,2,53,1,1,5
4757,mssHVWHC,2236,2474,C11,7,66,3,3,5,45,3,2,3
4758,LFl3cIcg,1890,1971,C50,8,61,4,1,5,43,3,3,4
4759,1p7xwVSu,1888,1693,C78,10,45,0,2,2,48,2,1,3
4760,SA4XUNuL,1946,1901,B40,5,34,4,0,3,59,8,3,2
4761,6sFnlNnA,1879,1886,A45,2,49,2,1,1,10,2,0,0
4762,Mv40lDDu,1959,1853,B40,4,82,2,3,4,46,3,2,2
4763,zfngl15G,1844,1678,B45,9,74,5,5,5,103,6,6,6
4764,3qWhjHHK,1396,1681,A00,1,43,7,2,3,36,4,1,3
4765,FPIayQ00,1630,1509,D00,3,84,5,1,5,53,6,0,4
4766,DVpZD0hN,1478,1477,A03,2,22,6,1,0,41,6,0,2
4767,vgodNt8w,1409,1522,A03,2,37,1,0,5,50,3,0,6
4768,mkE9Rg9r,1331,1377,B06,4,66,2,2,2,29,2,1,0
4769,Iw9Av8Sf,1355,1413,A02,2,76,7,3,2,92,6,1,2
4770,daCupsmX,1507,1390,C21,9,10,1,0,0,75,0,1,2
4771,UocZrmaC,1497,1423,D00,3,154,3,2,8,187,2,4,7
4772,wtOecYIa,1410,1442,C41,4,53,4,0,0,102,4,0,1
4773,5mk19bhm,1966,1838,D40,8,129,0,0,2,83,1,0,2
4774,IanFDVzp,1617,1606,B32,7,66,7,1,5,85,6,5,6
4775,m8FDsBRy,1955,1987,A40,2,35,6,1,0,9,0,0,0
4776,swzXF5E7,1659,1616,C00,3,42,2,0,2,27,3,0,1
4777,g1yAj6ZN,1905,1610,A00,1,55,6,3,1,79,10,2,3
4778,FbWZkYyi,1544,1583,A16,3,68,2,1,4,35,3,1,1
4779,xu0CWHfM,1926,1606,C00,3,74,11,0,4,90,7,0,5
4780,GgSflviu,1164,1631,C00,3,66,3,0,3,41,2,0,1
4781,y65wwpfJ,1500,1713,C00,3,21,3,1,0,49,6,1,2
4782,VF2HFR7f,1464,1373,B01,4,80,3,1,1,31,1,0,0
